date,max_temperature_c,min_temperature_c,precipitation_mm,max_wind_speed_kmh,city,average_temperature_c,temperature_range_c,year,month,month_name,is_rainy_day
2021-02-13,32.3,21.5,0.0,15.1,Bangkok,26.9,10.8,2021,2,February,False
2021-02-14,32.3,23.3,0.1,13.7,Bangkok,27.8,9.0,2021,2,February,True
2021-02-15,31.2,24.1,0.6,16.2,Bangkok,27.6,7.1,2021,2,February,True
2021-02-16,31.3,25.2,0.4,16.6,Bangkok,28.2,6.1,2021,2,February,True
2021-02-17,30.8,24.5,2.9,15.5,Bangkok,27.6,6.3,2021,2,February,True
2021-02-18,32.3,23.3,0.5,22.5,Bangkok,27.8,9.0,2021,2,February,True
2021-02-19,32.0,21.0,0.0,21.4,Bangkok,26.5,11.0,2021,2,February,False
2021-02-20,31.6,19.6,0.0,17.5,Bangkok,25.6,12.0,2021,2,February,False
2021-02-21,32.4,19.7,0.0,10.1,Bangkok,26.0,12.7,2021,2,February,False
2021-02-22,32.3,21.4,0.0,17.1,Bangkok,26.8,10.9,2021,2,February,False
2021-02-23,31.4,23.9,0.0,12.8,Bangkok,27.6,7.5,2021,2,February,False
2021-02-24,33.0,23.8,0.0,16.7,Bangkok,28.4,9.2,2021,2,February,False
2021-02-25,36.1,24.1,0.0,15.7,Bangkok,30.1,12.0,2021,2,February,False
2021-02-26,36.0,22.9,0.0,15.5,Bangkok,29.4,13.1,2021,2,February,False
2021-02-27,34.5,22.7,0.0,15.9,Bangkok,28.6,11.8,2021,2,February,False
2021-02-28,32.7,23.8,0.0,21.0,Bangkok,28.2,8.9,2021,2,February,False
2021-03-01,32.8,24.5,0.0,19.5,Bangkok,28.6,8.3,2021,3,March,False
2021-03-02,32.7,26.2,0.8,16.4,Bangkok,29.4,6.5,2021,3,March,True
2021-03-03,30.9,26.3,5.3,18.0,Bangkok,28.6,4.6,2021,3,March,True
2021-03-04,31.6,24.8,0.8,15.5,Bangkok,28.2,6.8,2021,3,March,True
2021-03-05,32.5,25.3,0.7,15.5,Bangkok,28.9,7.2,2021,3,March,True
2021-03-06,33.3,24.9,0.0,15.9,Bangkok,29.1,8.4,2021,3,March,False
2021-03-07,34.2,24.8,0.0,17.3,Bangkok,29.5,9.4,2021,3,March,False
2021-03-08,32.3,26.3,0.6,14.7,Bangkok,29.3,6.0,2021,3,March,True
2021-03-09,33.2,25.7,2.5,11.4,Bangkok,29.4,7.5,2021,3,March,True
2021-03-10,31.8,26.0,2.1,13.4,Bangkok,28.9,5.8,2021,3,March,True
2021-03-11,32.7,25.8,0.7,11.5,Bangkok,29.2,6.9,2021,3,March,True
2021-03-12,34.2,25.5,0.5,14.1,Bangkok,29.8,8.7,2021,3,March,True
2021-03-13,31.9,26.0,1.3,13.7,Bangkok,29.0,5.9,2021,3,March,True
2021-03-14,32.4,25.8,1.1,16.2,Bangkok,29.1,6.6,2021,3,March,True
2021-03-15,32.6,26.6,0.2,16.9,Bangkok,29.6,6.0,2021,3,March,True
2021-03-16,32.5,25.7,0.1,20.6,Bangkok,29.1,6.8,2021,3,March,True
2021-03-17,32.6,26.7,0.5,16.9,Bangkok,29.6,5.9,2021,3,March,True
2021-03-18,34.2,26.5,0.2,16.2,Bangkok,30.4,7.7,2021,3,March,True
2021-03-19,34.2,26.8,0.2,16.9,Bangkok,30.5,7.4,2021,3,March,True
2021-03-20,33.8,26.5,0.2,17.7,Bangkok,30.2,7.3,2021,3,March,True
2021-03-21,34.5,26.7,0.0,17.0,Bangkok,30.6,7.8,2021,3,March,False
2021-03-22,31.1,26.2,16.5,18.0,Bangkok,28.6,4.9,2021,3,March,True
2021-03-23,33.4,24.6,0.0,13.7,Bangkok,29.0,8.8,2021,3,March,False
2021-03-24,34.3,24.3,0.1,9.8,Bangkok,29.3,10.0,2021,3,March,True
2021-03-25,34.2,25.1,0.4,18.6,Bangkok,29.6,9.1,2021,3,March,True
2021-03-26,33.6,27.1,0.3,19.8,Bangkok,30.4,6.5,2021,3,March,True
2021-03-27,34.2,26.8,0.0,18.4,Bangkok,30.5,7.4,2021,3,March,False
2021-03-28,34.0,27.1,0.0,18.8,Bangkok,30.6,6.9,2021,3,March,False
2021-03-29,34.7,27.2,0.0,19.2,Bangkok,31.0,7.5,2021,3,March,False
2021-03-30,34.8,27.6,0.1,21.6,Bangkok,31.2,7.2,2021,3,March,True
2021-03-31,34.9,27.5,0.1,18.3,Bangkok,31.2,7.4,2021,3,March,True
2021-04-01,34.2,28.4,0.0,17.3,Bangkok,31.3,5.8,2021,4,April,False
2021-04-02,34.5,27.4,0.0,19.2,Bangkok,31.0,7.1,2021,4,April,False
2021-04-03,34.7,26.9,0.2,22.5,Bangkok,30.8,7.8,2021,4,April,True
2021-04-04,30.9,26.1,5.2,16.1,Bangkok,28.5,4.8,2021,4,April,True
2021-04-05,30.2,24.6,8.7,15.8,Bangkok,27.4,5.6,2021,4,April,True
2021-04-06,29.3,24.7,10.0,14.7,Bangkok,27.0,4.6,2021,4,April,True
2021-04-07,30.6,25.1,5.2,14.6,Bangkok,27.8,5.5,2021,4,April,True
2021-04-08,31.3,24.8,6.0,10.2,Bangkok,28.0,6.5,2021,4,April,True
2021-04-09,31.9,25.3,1.0,10.5,Bangkok,28.6,6.6,2021,4,April,True
2021-04-10,31.4,26.1,13.0,13.4,Bangkok,28.8,5.3,2021,4,April,True
2021-04-11,30.8,25.8,5.4,11.5,Bangkok,28.3,5.0,2021,4,April,True
2021-04-12,31.3,24.9,5.3,11.0,Bangkok,28.1,6.4,2021,4,April,True
2021-04-13,30.4,26.3,2.9,12.1,Bangkok,28.4,4.1,2021,4,April,True
2021-04-14,30.7,26.4,4.9,14.1,Bangkok,28.6,4.3,2021,4,April,True
2021-04-15,32.1,24.9,1.7,10.0,Bangkok,28.5,7.2,2021,4,April,True
2021-04-16,31.9,25.9,3.5,15.0,Bangkok,28.9,6.0,2021,4,April,True
2021-04-17,32.2,25.2,0.4,12.6,Bangkok,28.7,7.0,2021,4,April,True
2021-04-18,32.1,25.5,12.8,12.4,Bangkok,28.8,6.6,2021,4,April,True
2021-04-19,31.9,24.9,3.2,15.1,Bangkok,28.4,7.0,2021,4,April,True
2021-04-20,31.2,25.8,4.5,10.8,Bangkok,28.5,5.4,2021,4,April,True
2021-04-21,31.9,26.4,4.9,12.4,Bangkok,29.2,5.5,2021,4,April,True
2021-04-22,33.3,26.1,2.3,10.4,Bangkok,29.7,7.2,2021,4,April,True
2021-04-23,34.1,26.3,1.6,15.6,Bangkok,30.2,7.8,2021,4,April,True
2021-04-24,34.0,25.9,4.6,18.8,Bangkok,30.0,8.1,2021,4,April,True
2021-04-25,33.3,27.0,1.7,13.6,Bangkok,30.2,6.3,2021,4,April,True
2021-04-26,32.2,25.9,14.3,14.8,Bangkok,29.0,6.3,2021,4,April,True
2021-04-27,31.4,25.5,7.1,11.2,Bangkok,28.4,5.9,2021,4,April,True
2021-04-28,31.0,24.1,11.5,14.4,Bangkok,27.6,6.9,2021,4,April,True
2021-04-29,29.1,24.5,19.8,13.0,Bangkok,26.8,4.6,2021,4,April,True
2021-04-30,29.7,24.6,2.7,8.9,Bangkok,27.2,5.1,2021,4,April,True
2021-05-01,30.4,25.3,2.3,10.7,Bangkok,27.8,5.1,2021,5,May,True
2021-05-02,31.8,25.1,1.9,11.3,Bangkok,28.4,6.7,2021,5,May,True
2021-05-03,31.9,25.5,1.6,7.9,Bangkok,28.7,6.4,2021,5,May,True
2021-05-04,33.1,26.6,13.9,10.2,Bangkok,29.8,6.5,2021,5,May,True
2021-05-05,34.0,26.1,0.0,8.7,Bangkok,30.0,7.9,2021,5,May,False
2021-05-06,29.0,25.8,10.8,13.7,Bangkok,27.4,3.2,2021,5,May,True
2021-05-07,30.3,25.0,2.8,11.8,Bangkok,27.6,5.3,2021,5,May,True
2021-05-08,31.9,24.6,0.8,7.2,Bangkok,28.2,7.3,2021,5,May,True
